# key	a	b	extra
441	0xffffffffa91ea440	0x0	__x64_sys_epoll_pwait2
442	0xffffffffa91a9570	0x0	__x64_sys_mount_setattr
443	0xffffffffa9230480	0x0	__x64_sys_quotactl_fd
444	0xffffffffa9400ec0	0x0	__x64_sys_landlock_create_ruleset
445	0xffffffffa94012e0	0x0	__x64_sys_landlock_add_rule
446	0xffffffffa9401280	0x0	__x64_sys_landlock_restrict_self
447	0xffffffffa9160a60	0x0	__x64_sys_memfd_secret
448	0xffffffffa9040a60	0x0	__x64_sys_process_mrelease
449	0xffffffffa8e8cd20	0x0	__x64_sys_futex_waitv
450	0xffffffffa911a910	0x0	__x64_sys_set_mempolicy_home_node
451	0xffffffffa9036630	0x0	__x64_sys_cachestat
452	0xffffffffa916ea10	0x0	__x64_sys_fchmodat2
453	0xffffffffa8d24f00	0x0	__x64_sys_map_shadow_stack
454	0xffffffffa8e8bd70	0x0	__x64_sys_futex_wake
455	0xffffffffa8e8bf00	0x0	__x64_sys_futex_wait
456	0xffffffffa8e8ce90	0x0	__x64_sys_futex_requeue
457	0xffffffffa91a8030	0x0	__x64_sys_statmount
458	0xffffffffa91a7760	0x0	__x64_sys_listmount
459	0xffffffffa9371d30	0x0	__x64_sys_lsm_get_self_attr
460	0xffffffffa9371cb0	0x0	__x64_sys_lsm_set_self_attr
461	0xffffffffa9371e80	0x0	__x64_sys_lsm_list_modules
462	0xffffffffa90cfb20	0x0	__x64_sys_mseal
463	0xffffffffa91b3150	0x0	__x64_sys_setxattrat
464	0xffffffffa91b37d0	0x0	__x64_sys_getxattrat
465	0xffffffffa91b1530	0x0	__x64_sys_listxattrat
466	0xffffffffa91b2190	0x0	__x64_sys_removexattrat
467	0xffffffffa91aba30	0x0	__x64_sys_open_tree_attr
468	0xffffffffa91d3e10	0x0	__x64_sys_file_getattr
469	0xffffffffa91d4170	0x0	__x64_sys_file_setattr
470	0x0	0x0	?
471	0x0	0x0	?
